question,answer_llm,answer_orig,document
How can I keep my API key loaded automatically in this project folder without typing export every time?,"Use **dirdotenv** so the key loads automatically when you `cd` into the project folder.

```bash
uv tool install dirdotenv

# add to ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# in your project folder:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, you won’t need to `export` it every time.

If you already use it, **direnv** is also fine.","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
Is there a simple way to manage .env files across different shells instead of setting variables manually?,"Yes — use **`dirdotenv`**.

It’s a simple, more portable way to automatically load variables from `.env` across shells. Set it up once, and the variables are loaded when you `cd` into the project directory.

Example:

```bash
uv tool install dirdotenv
```

Add this to your shell config (`~/.bashrc` or `~/.zshrc`):

```bash
eval ""$(dirdotenv hook bash)""   # or zsh
```

Inside your project:

```bash
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

If you already use it, **`direnv`** is also fine.","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
What do I need to install and add to my shell config so my secret gets picked up when I cd into the repo?,I don't know.,"Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
"If I already use direnv, can I use that here too, or is there a better tool for this course?","Yes — `direnv` is fine if you already use it.

The course also suggests `dirdotenv` as a more portable option, but you don’t need to switch if `direnv` works well for you. Just create an `.envrc`, put your exports there, and run `direnv allow`.","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
"How do I load a .env file from Python, and what should I use on GitHub Codespaces instead of putting secrets in the repo?","Load the `.env` file in Python with `python-dotenv`:

```bash
pip install python-dotenv
```

```python
import os
from dotenv import load_dotenv

load_dotenv()  # loads .env from the project root

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```

On GitHub Codespaces, use **Codespaces secrets** instead of putting secrets in the repo.","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
What’s the best way to decide field weights in minsearch or a similar search engine?,"The best way is to **evaluate different field weights against a ground-truth dataset**.

A practical approach:
1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weight settings.
4. Compare retrieval metrics like **hit rate, precision@k, recall@k, or MRR**.

For small projects, trial and error can work, but **evaluation is the more reliable method**.","The systematic approach is to evaluate different weight settings against a ground-truth dataset.

For example:

1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare retrieval metrics such as hit rate, precision@k, recall@k, or MRR.

You can tune weights by trial and error for small projects, but evaluation is the more reliable approach. The course covers this topic more directly in the evaluation module.",87d4ea4e08
"Should I just tweak search field weights by trial and error, or is there a better method?","A better method is to evaluate different weight settings against a ground-truth dataset, rather than relying only on trial and error.

A good process is:

1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare retrieval metrics like hit rate, precision@k, recall@k, or MRR.

For small projects, trial and error can work, but evaluation is the more reliable approach.","The systematic approach is to evaluate different weight settings against a ground-truth dataset.

For example:

1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare retrieval metrics such as hit rate, precision@k, recall@k, or MRR.

You can tune weights by trial and error for small projects, but evaluation is the more reliable approach. The course covers this topic more directly in the evaluation module.",87d4ea4e08
How can I test different field weights to know which one works best for retrieval?,"Test different field weights against a small ground-truth dataset:

1. Create a set of representative questions.
2. Label which documents should be retrieved for each question.
3. Try different field weight settings.
4. Compare retrieval metrics like hit rate, precision@k, recall@k, or MRR.

For small projects, trial and error can work, but evaluation on a labeled dataset is the more reliable way to find the best weights.","The systematic approach is to evaluate different weight settings against a ground-truth dataset.

For example:

1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare retrieval metrics such as hit rate, precision@k, recall@k, or MRR.

You can tune weights by trial and error for small projects, but evaluation is the more reliable approach. The course covers this topic more directly in the evaluation module.",87d4ea4e08
What kind of dataset do I need if I want to evaluate search field weighting properly?,"You need a **ground-truth dataset** for evaluation.

That means:
1. A small set of **representative questions**.
2. For each question, **label which documents should be retrieved**.
3. Then test different field weights and compare metrics like **hit rate, precision@k, recall@k, or MRR**.

If you want, I can also explain what a ground-truth retrieval dataset looks like in practice.","The systematic approach is to evaluate different weight settings against a ground-truth dataset.

For example:

1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare retrieval metrics such as hit rate, precision@k, recall@k, or MRR.

You can tune weights by trial and error for small projects, but evaluation is the more reliable approach. The course covers this topic more directly in the evaluation module.",87d4ea4e08
Which metrics should I look at when comparing different search weight settings?,"Look at retrieval metrics such as:

- hit rate
- precision@k
- recall@k
- MRR

For the most reliable comparison, evaluate the different weight settings against a ground-truth dataset.","The systematic approach is to evaluate different weight settings against a ground-truth dataset.

For example:

1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare retrieval metrics such as hit rate, precision@k, recall@k, or MRR.

You can tune weights by trial and error for small projects, but evaluation is the more reliable approach. The course covers this topic more directly in the evaluation module.",87d4ea4e08
What’s the best way to clean documents before using them for RAG?,"The best approach is to **clean documents so they are clean, structured, and easy to chunk and retrieve**.

Common steps:
- Remove obvious noise: broken HTML, duplicate text, boilerplate, OCR errors, repeated headers/footers
- Preserve useful context: titles, section names, dates, page numbers, speaker names, Q&A structure
- Store the output in a structured format, often JSON
- Chunk the documents so related context stays together
- Keep helpful metadata for filtering/ranking later

So the goal is **not just to make the text shorter**, but to make retrieval more accurate.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
"Should I keep things like titles, dates, speaker names, and page numbers when preparing data for retrieval?","Yes — you should generally **keep useful context** like **titles, dates, speaker names, page numbers, and Q&A structure** when preparing data for retrieval.

The goal is to remove noise, but **preserve metadata and structure that can help retrieval accuracy**.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
Do I need to convert my source files into JSON before chunking them for RAG?,"No. You don’t need to convert source files into JSON before chunking for RAG.

What matters is getting the content into a clean, usable text/Markdown form first, then chunking it. The context suggests using tools like:

- `docling`
- `pymupdf4llm` / PyMuPDF
- `unstructured`
- OCR tools like `pytesseract` for scanned PDFs

These can produce structured text/Markdown, and `docling` can also output structured Markdown/JSON. But JSON is not a requirement for chunking.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
How can I chunk documents so related context stays together for better retrieval?,"Chunk the documents so related context stays together, rather than splitting arbitrarily.

The course guidance is to:

- remove obvious noise first
- preserve useful context like titles, section names, dates, page numbers, speaker names, and Q&A structure
- store the text in a structured format that is easy to process
- keep metadata for later filtering/ranking

So the main idea is to make chunks that keep related information together, because the goal is not just shorter text, but more accurate retrieval.

I don’t know any more specific chunking rule from the context.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
What kind of metadata is worth saving when preparing docs for a RAG pipeline?,"Save metadata that may help **filtering or ranking later**.

From the context, examples of useful metadata include:

- titles
- section names
- dates
- page numbers
- speaker names
- Q&A structure

","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
"In GitHub Codespaces, does the ""Failed to hardlink files"" warning from uv mean the install actually failed?","No. In GitHub Codespaces, `uv`’s “Failed to hardlink files” warning does **not** mean the install failed. The package still installs; `uv` just falls back to copying files instead of hardlinking them.

If you want to suppress the warning in the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
"Why does uv show a hardlink warning in Codespaces, and is it something I need to worry about?","No — it’s not something you need to worry about.

In GitHub Codespaces, `uv` sometimes can’t hardlink files between its cache and the target environment, so it shows a warning like “Failed to hardlink files.” When that happens, `uv` just falls back to copying the files, and the package still installs normally.

If you want to hide the warning, you can set:

```bash
export UV_LINK_MODE=copy
```

For a permanent change:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
How can I stop uv from printing the hardlink/copy warning in my current shell?,"Set this in your current shell:

```bash
export UV_LINK_MODE=copy
```

This will suppress the hardlink/copy warning for the current shell.","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
What should I add to my shell config so uv always uses copy mode instead of hardlinks?,"Add this to your shell config:

```bash
export UV_LINK_MODE=copy
```

If you use `bash`, you can make it persistent by adding it to `~/.bashrc`.","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
"If uv can’t hardlink between the cache and my environment, will it still install the package correctly?","Yes. If `uv` can’t hardlink between the cache and your environment, it will still install the package correctly by falling back to copying files.","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
What package do I need to install if `dotenv` isn't recognized in Python?,"Install `python-dotenv`.

For example:

```bash
pip install python-dotenv
```

or, if you're using `uv`:

```bash
uv add python-dotenv
```

Then use:

```python
from dotenv import load_dotenv
load_dotenv()
```","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
How do I add `python-dotenv` with `uv`?,"Use `uv add python-dotenv`:

```bash
uv add python-dotenv
```

Then in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
"After installing the dotenv package, how do I load my `.env` file in code?","Use `load_dotenv()` from `python-dotenv`:

```python
from dotenv import load_dotenv

load_dotenv()
```

If needed, import `os` too:

```python
import os
from dotenv import load_dotenv

load_dotenv()
api_key = os.getenv(""OPENAI_API_KEY"")
```","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
Is `python-dotenv` the right library to use when `dotenv` gives an import error?,"Yes — `python-dotenv` is the right library to install when `dotenv` causes an import error.

Use:

```bash
pip install python-dotenv
```

Then in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

So the package is `python-dotenv`, but you import it as `dotenv`.","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
Can you show the basic `load_dotenv()` setup after installing the package?,"Yes — after installing `python-dotenv`, you can load your `.env` file like this:

```python
from dotenv import load_dotenv

load_dotenv()
```","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
Can I do this course on my own machine instead of using Codespaces?,"Yes. Codespaces is just the easiest way to start with the same environment, but you can run the course locally if you’re comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you do run it locally, make sure to document your setup and keep the environment reproducible.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
"Is Codespaces required, or can I set everything up locally for Module 1?","No — Codespaces is **not required** for Module 1. You can set everything up locally if you’re comfortable installing the needed tools.

You’ll need to handle the setup yourself, including things like:

- Python
- `uv`
- Jupyter
- Docker
- any other module dependencies

If you go local, make sure your setup is documented and reproducible.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
What do I need installed if I want to work through the RAG module on my laptop?,I don't know.,"Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
"If I skip Codespaces, how do I make sure my local setup stays reproducible?","If you run locally, make sure you **document your setup** and **keep your environment reproducible**.

The context also says you should be comfortable setting up the needed tools yourself, such as:

- Python
- `uv`
- Jupyter
- Docker
- any other tools needed for the module

","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
Is it okay to use a local Python/Jupyter/Docker environment for the course?,"Yes. You can use a local Python/Jupyter/Docker environment if you’re comfortable setting it up yourself.

Codespaces is just the easiest way to make sure everyone starts with the same environment, but local setup is allowed. If you run locally, make sure your setup is documented and reproducible.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
"If I leave my code in Codespaces and don’t commit it, does it stay saved anywhere permanent?","It stays saved inside the Codespaces Linux VM for that codespace, but it is **not permanent** unless you commit it to your GitHub repository.

Uncommitted changes can survive a stop/start, but they can be lost if the codespace is deleted, recreated, or rebuilt. So you should commit and push regularly.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
Where exactly is my uncommitted work stored when I’m coding in GitHub Codespaces?,Your uncommitted work is stored inside the Codespaces Linux VM.,"The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
"Do I need to commit often in Codespaces, or will the files be safe without that?","Yes — you should commit regularly.

Your files are saved in the Codespaces Linux VM, but Codespaces can stop, disconnect, or be deleted later. Committing ensures your work is safely stored in your GitHub repository.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
What happens to my work if a Codespaces VM stops or gets deleted before I commit?,"If a Codespaces VM stops, your uncommitted work is still stored in that Codespace’s Linux VM, so it should survive a normal stop/start.

But if the Codespace is deleted or recreated before you commit, your uncommitted changes are lost. That’s why you should commit and push regularly.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
"Is code in Codespaces automatically backed up to my GitHub repo, or only after I commit?","Code saved in Codespaces is **not automatically backed up to your GitHub repo**. It stays inside the Codespaces Linux VM until you **commit and push** it.

So:
- **Uncommitted code** stays in the codespace
- **Committed code** is stored in your GitHub repository

You should commit regularly, since codespaces can be stopped, deleted, or recreated.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
Why does WSL2 say the model needs more memory than available even though my PC has enough RAM?,"WSL2 only sees the amount of RAM allocated to WSL, not all the RAM in your PC. So even if your computer has enough memory, WSL2 may be limited to a smaller amount.

To give WSL2 more memory:

1. Create a `.wslconfig` file in:
   `C:\Users\YourUsername\.wslconfig`

2. Add something like:
   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL:
   ```bash
   wsl --shutdown
   ```

4. Check the available memory inside WSL with:
   ```bash
   free
   ```

This should make WSL2 use more RAM.","Your WSL2 is set to use Y.Y GiB, not all your computer memory. To allocate more RAM, follow these steps:

1. Create a `.wslconfig` file under your Windows user profile directory: `C:\Users\YourUsername\.wslconfig`.

2. Include the desired RAM allocation in the file:

   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL using the command:

   ```bash
   wsl --shutdown
   ```

4. Run the `free` command in WSL to verify the changes.

For more details, read [this article](https://www.aleksandrhovhannisyan.com/blog/limiting-memory-usage-in-wsl-2/).",f3dd94f323
How do I increase the RAM WSL2 can use on Windows?,"To increase the RAM available to WSL2 on Windows:

1. Create a file called `.wslconfig` in your Windows user profile directory:
   `C:\Users\YourUsername\.wslconfig`

2. Add this content, for example:
   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL:
   ```bash
   wsl --shutdown
   ```

4. In WSL, run `free` to verify the new memory limit.

","Your WSL2 is set to use Y.Y GiB, not all your computer memory. To allocate more RAM, follow these steps:

1. Create a `.wslconfig` file under your Windows user profile directory: `C:\Users\YourUsername\.wslconfig`.

2. Include the desired RAM allocation in the file:

   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL using the command:

   ```bash
   wsl --shutdown
   ```

4. Run the `free` command in WSL to verify the changes.

For more details, read [this article](https://www.aleksandrhovhannisyan.com/blog/limiting-memory-usage-in-wsl-2/).",f3dd94f323
Where should I put the .wslconfig file to give WSL2 more memory?,"Put the `.wslconfig` file in your Windows user profile directory:

`C:\Users\YourUsername\.wslconfig`

","Your WSL2 is set to use Y.Y GiB, not all your computer memory. To allocate more RAM, follow these steps:

1. Create a `.wslconfig` file under your Windows user profile directory: `C:\Users\YourUsername\.wslconfig`.

2. Include the desired RAM allocation in the file:

   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL using the command:

   ```bash
   wsl --shutdown
   ```

4. Run the `free` command in WSL to verify the changes.

For more details, read [this article](https://www.aleksandrhovhannisyan.com/blog/limiting-memory-usage-in-wsl-2/).",f3dd94f323
What do I need to write inside .wslconfig to set WSL2 memory to 8GB?,"```ini
[wsl2]
memory=8GB
```","Your WSL2 is set to use Y.Y GiB, not all your computer memory. To allocate more RAM, follow these steps:

1. Create a `.wslconfig` file under your Windows user profile directory: `C:\Users\YourUsername\.wslconfig`.

2. Include the desired RAM allocation in the file:

   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL using the command:

   ```bash
   wsl --shutdown
   ```

4. Run the `free` command in WSL to verify the changes.

For more details, read [this article](https://www.aleksandrhovhannisyan.com/blog/limiting-memory-usage-in-wsl-2/).",f3dd94f323
"After changing WSL2 memory settings, how can I check that the new RAM limit is applied?",Run `free` inside WSL to verify the new RAM limit is applied.,"Your WSL2 is set to use Y.Y GiB, not all your computer memory. To allocate more RAM, follow these steps:

1. Create a `.wslconfig` file under your Windows user profile directory: `C:\Users\YourUsername\.wslconfig`.

2. Include the desired RAM allocation in the file:

   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL using the command:

   ```bash
   wsl --shutdown
   ```

4. Run the `free` command in WSL to verify the changes.

For more details, read [this article](https://www.aleksandrhovhannisyan.com/blog/limiting-memory-usage-in-wsl-2/).",f3dd94f323
